person,year_month,screen_time_seconds
jesse watters,2017-02-01,21403
jesse watters,2017-03-01,18929
jesse watters,2017-04-01,20193
jesse watters,2017-05-01,38090
jesse watters,2017-06-01,43794
jesse watters,2017-07-01,52087
jesse watters,2017-08-01,32501
jesse watters,2017-09-01,25893
jesse watters,2017-10-01,22480
jesse watters,2017-11-01,22491
jesse watters,2017-12-01,32690
jesse watters,2018-01-01,36179
jesse watters,2018-02-01,26192
jesse watters,2018-03-01,25946
jesse watters,2018-04-01,24024
jesse watters,2018-05-01,22939
jesse watters,2018-06-01,24296
jesse watters,2018-07-01,22496
jesse watters,2018-08-01,15827
jesse watters,2018-09-01,21870
jesse watters,2018-10-01,14375
jesse watters,2018-11-01,26452
jesse watters,2018-12-01,21660
jesse watters,2019-01-01,31924
jesse watters,2019-02-01,24819
jesse watters,2019-03-01,38600
jesse watters,2019-04-01,24257
jesse watters,2019-05-01,29684
jesse watters,2019-06-01,39909
jesse watters,2019-07-01,32244
jesse watters,2019-08-01,24074
jesse watters,2019-09-01,29654
jesse watters,2019-10-01,25493
jesse watters,2019-11-01,31256
jesse watters,2019-12-01,27390
jesse watters,2020-01-01,27694
jesse watters,2020-02-01,28254
jesse watters,2020-03-01,33765
jesse watters,2020-04-01,34130
jesse watters,2020-05-01,40084
jesse watters,2020-06-01,36396
jesse watters,2020-07-01,42702
jim acosta,2010-01-01,1047
jim acosta,2010-02-01,921
jim acosta,2010-03-01,4576
jim acosta,2010-04-01,5293
jim acosta,2010-05-01,3938
jim acosta,2010-06-01,1910
jim acosta,2010-07-01,7642
jim acosta,2010-08-01,9306
jim acosta,2010-09-01,6657
jim acosta,2010-10-01,2802
jim acosta,2010-11-01,3861
jim acosta,2010-12-01,5379
jim acosta,2011-01-01,5124
jim acosta,2011-02-01,1950
jim acosta,2011-03-01,1827
jim acosta,2011-04-01,1731
jim acosta,2011-05-01,3889
jim acosta,2011-06-01,3448
jim acosta,2011-07-01,2435
jim acosta,2011-08-01,5504
jim acosta,2011-09-01,4581
jim acosta,2011-10-01,4790
jim acosta,2011-11-01,6473
jim acosta,2011-12-01,7655
jim acosta,2012-01-01,14571
jim acosta,2012-02-01,5004
jim acosta,2012-03-01,4592
jim acosta,2012-04-01,3034
jim acosta,2012-05-01,5446
jim acosta,2012-06-01,4189
jim acosta,2012-07-01,8650
jim acosta,2012-08-01,9083
jim acosta,2012-09-01,8579
jim acosta,2012-10-01,13950
jim acosta,2012-11-01,5247
jim acosta,2012-12-01,744
jim acosta,2013-01-01,4492
jim acosta,2013-02-01,2589
jim acosta,2013-03-01,1953
jim acosta,2013-04-01,1608
jim acosta,2013-05-01,3888
jim acosta,2013-06-01,6054
jim acosta,2013-07-01,284
jim acosta,2013-08-01,6960
jim acosta,2013-09-01,8719
jim acosta,2013-10-01,16395
jim acosta,2013-11-01,9630
jim acosta,2013-12-01,4698
jim acosta,2014-01-01,6951
jim acosta,2014-02-01,3593
jim acosta,2014-03-01,6771
jim acosta,2014-04-01,2427
jim acosta,2014-05-01,6027
jim acosta,2014-06-01,10334
jim acosta,2014-07-01,4946
jim acosta,2014-08-01,9682
jim acosta,2014-09-01,11628
jim acosta,2014-10-01,5429
jim acosta,2014-11-01,8652
jim acosta,2014-12-01,5585
jim acosta,2015-01-01,3161
jim acosta,2015-02-01,9909
jim acosta,2015-03-01,4260
jim acosta,2015-04-01,7189
jim acosta,2015-05-01,2981
jim acosta,2015-06-01,3863
jim acosta,2015-07-01,4834
jim acosta,2015-08-01,3849
jim acosta,2015-09-01,2346
jim acosta,2015-10-01,7647
jim acosta,2015-11-01,3953
jim acosta,2015-12-01,4795
jim acosta,2016-01-01,7099
jim acosta,2016-02-01,9529
jim acosta,2016-03-01,10406
jim acosta,2016-04-01,6043
jim acosta,2016-05-01,11123
jim acosta,2016-06-01,6740
jim acosta,2016-07-01,4636
jim acosta,2016-08-01,8127
jim acosta,2016-09-01,5390
jim acosta,2016-10-01,10719
jim acosta,2016-11-01,11128
jim acosta,2016-12-01,6022
jim acosta,2017-01-01,17355
jim acosta,2017-02-01,15517
jim acosta,2017-03-01,19839
jim acosta,2017-04-01,8537
jim acosta,2017-05-01,14078
jim acosta,2017-06-01,19550
jim acosta,2017-07-01,9388
jim acosta,2017-08-01,20603
jim acosta,2017-09-01,8666
jim acosta,2017-10-01,7437
jim acosta,2017-11-01,9922
jim acosta,2017-12-01,6398
jim acosta,2018-01-01,14501
jim acosta,2018-02-01,11748
jim acosta,2018-03-01,10991
jim acosta,2018-04-01,11802
jim acosta,2018-05-01,9593
jim acosta,2018-06-01,9383
jim acosta,2018-07-01,12168
jim acosta,2018-08-01,10545
jim acosta,2018-09-01,10241
jim acosta,2018-10-01,9306
jim acosta,2018-11-01,9289
jim acosta,2018-12-01,9305
jim acosta,2019-01-01,8176
jim acosta,2019-02-01,5213
jim acosta,2019-03-01,9837
jim acosta,2019-04-01,6921
jim acosta,2019-05-01,5172
jim acosta,2019-06-01,10946
jim acosta,2019-07-01,3419
jim acosta,2019-08-01,9593
jim acosta,2019-09-01,7444
jim acosta,2019-10-01,7675
jim acosta,2019-11-01,8530
jim acosta,2019-12-01,5821
jim acosta,2020-01-01,4871
jim acosta,2020-02-01,4676
jim acosta,2020-03-01,10794
jim acosta,2020-04-01,19750
jim acosta,2020-05-01,9692
jim acosta,2020-06-01,13833
jim acosta,2020-07-01,11347
jim sciutto,2010-01-01,3
jim sciutto,2010-02-01,15
jim sciutto,2010-03-01,0
jim sciutto,2010-04-01,0
jim sciutto,2010-05-01,3
jim sciutto,2010-06-01,0
jim sciutto,2010-07-01,3
jim sciutto,2010-08-01,45
jim sciutto,2010-09-01,0
jim sciutto,2010-10-01,0
jim sciutto,2010-11-01,0
jim sciutto,2010-12-01,0
jim sciutto,2011-01-01,0
jim sciutto,2011-02-01,0
jim sciutto,2011-03-01,0
jim sciutto,2011-04-01,0
jim sciutto,2011-05-01,0
jim sciutto,2011-06-01,27
jim sciutto,2011-07-01,0
jim sciutto,2011-08-01,0
jim sciutto,2011-09-01,0
jim sciutto,2011-10-01,0
jim sciutto,2011-11-01,0
jim sciutto,2011-12-01,6
jim sciutto,2012-01-01,0
jim sciutto,2012-02-01,3
jim sciutto,2012-03-01,0
jim sciutto,2012-04-01,0
jim sciutto,2012-05-01,0
jim sciutto,2012-06-01,0
jim sciutto,2012-07-01,0
jim sciutto,2012-08-01,3
jim sciutto,2012-09-01,6
jim sciutto,2012-10-01,0
jim sciutto,2012-11-01,6
jim sciutto,2012-12-01,0
jim sciutto,2013-01-01,0
jim sciutto,2013-02-01,0
jim sciutto,2013-03-01,0
jim sciutto,2013-04-01,0
jim sciutto,2013-05-01,6
jim sciutto,2013-06-01,3
jim sciutto,2013-07-01,0
jim sciutto,2013-08-01,3
jim sciutto,2013-09-01,9520
jim sciutto,2013-10-01,5725
jim sciutto,2013-11-01,10602
jim sciutto,2013-12-01,4236
jim sciutto,2014-01-01,6426
jim sciutto,2014-02-01,5396
jim sciutto,2014-03-01,34811
jim sciutto,2014-04-01,9082
jim sciutto,2014-05-01,5631
jim sciutto,2014-06-01,13491
jim sciutto,2014-07-01,14698
jim sciutto,2014-08-01,21402
jim sciutto,2014-09-01,17588
jim sciutto,2014-10-01,11427
jim sciutto,2014-11-01,11610
jim sciutto,2014-12-01,7944
jim sciutto,2015-01-01,21265
jim sciutto,2015-02-01,9043
jim sciutto,2015-03-01,2580
jim sciutto,2015-04-01,11564
jim sciutto,2015-05-01,5120
jim sciutto,2015-06-01,2373
jim sciutto,2015-07-01,3736
jim sciutto,2015-08-01,8298
jim sciutto,2015-09-01,11588
jim sciutto,2015-10-01,4409
jim sciutto,2015-11-01,9169
jim sciutto,2015-12-01,14639
jim sciutto,2016-01-01,9998
jim sciutto,2016-02-01,9174
jim sciutto,2016-03-01,2642
jim sciutto,2016-04-01,5132
jim sciutto,2016-05-01,10478
jim sciutto,2016-06-01,9998
jim sciutto,2016-07-01,9352
jim sciutto,2016-08-01,13611
jim sciutto,2016-09-01,3837
jim sciutto,2016-10-01,3436
jim sciutto,2016-11-01,6838
jim sciutto,2016-12-01,20560
jim sciutto,2017-01-01,18372
jim sciutto,2017-02-01,14890
jim sciutto,2017-03-01,3330
jim sciutto,2017-04-01,20506
jim sciutto,2017-05-01,14415
jim sciutto,2017-06-01,12027
jim sciutto,2017-07-01,11527
jim sciutto,2017-08-01,17701
jim sciutto,2017-09-01,5951
jim sciutto,2017-10-01,14058
jim sciutto,2017-11-01,7907
jim sciutto,2017-12-01,20190
jim sciutto,2018-01-01,19265
jim sciutto,2018-02-01,31079
jim sciutto,2018-03-01,10223
jim sciutto,2018-04-01,14133
jim sciutto,2018-05-01,12158
jim sciutto,2018-06-01,6079
jim sciutto,2018-07-01,24465
jim sciutto,2018-08-01,26680
jim sciutto,2018-09-01,23726
jim sciutto,2018-10-01,28858
jim sciutto,2018-11-01,30399
jim sciutto,2018-12-01,40317
jim sciutto,2019-01-01,32026
jim sciutto,2019-02-01,28121
jim sciutto,2019-03-01,26673
jim sciutto,2019-04-01,23811
jim sciutto,2019-05-01,25981
jim sciutto,2019-06-01,30598
jim sciutto,2019-07-01,20568
jim sciutto,2019-08-01,39943
jim sciutto,2019-09-01,23581
jim sciutto,2019-10-01,17479
jim sciutto,2019-11-01,20639
jim sciutto,2019-12-01,16793
jim sciutto,2020-01-01,30965
jim sciutto,2020-02-01,20432
jim sciutto,2020-03-01,21191
jim sciutto,2020-04-01,33421
jim sciutto,2020-05-01,33994
jim sciutto,2020-06-01,40151
jim sciutto,2020-07-01,37741
joe biden,2010-01-01,33188
joe biden,2010-02-01,17129
joe biden,2010-03-01,12919
joe biden,2010-04-01,2876
joe biden,2010-05-01,1957
joe biden,2010-06-01,4547
joe biden,2010-07-01,7825
joe biden,2010-08-01,3737
joe biden,2010-09-01,11872
joe biden,2010-10-01,2379
joe biden,2010-11-01,7951
joe biden,2010-12-01,11490
joe biden,2011-01-01,24880
joe biden,2011-02-01,1242
joe biden,2011-03-01,738
joe biden,2011-04-01,1603
joe biden,2011-05-01,5468
joe biden,2011-06-01,1173
joe biden,2011-07-01,790
joe biden,2011-08-01,2841
joe biden,2011-09-01,23009
joe biden,2011-10-01,7492
joe biden,2011-11-01,857
joe biden,2011-12-01,3700
joe biden,2012-01-01,33012
joe biden,2012-02-01,2011
joe biden,2012-03-01,4808
joe biden,2012-04-01,7848
joe biden,2012-05-01,16739
joe biden,2012-06-01,2145
joe biden,2012-07-01,6336
joe biden,2012-08-01,5709
joe biden,2012-09-01,13797
joe biden,2012-10-01,73676
joe biden,2012-11-01,7395
joe biden,2012-12-01,5444
joe biden,2013-01-01,37033
joe biden,2013-02-01,29567
joe biden,2013-03-01,8776
joe biden,2013-04-01,10390
joe biden,2013-05-01,1847
joe biden,2013-06-01,2838
joe biden,2013-07-01,1338
joe biden,2013-08-01,5624
joe biden,2013-09-01,2550
joe biden,2013-10-01,5362
joe biden,2013-11-01,3781
joe biden,2013-12-01,2897
joe biden,2014-01-01,33340
joe biden,2014-02-01,9896
joe biden,2014-03-01,2466
joe biden,2014-04-01,14430
joe biden,2014-05-01,2530
joe biden,2014-06-01,5370
joe biden,2014-07-01,2780
joe biden,2014-08-01,1418
joe biden,2014-09-01,6218
joe biden,2014-10-01,3070
joe biden,2014-11-01,8188
joe biden,2014-12-01,2979
joe biden,2015-01-01,30595
joe biden,2015-02-01,5240
joe biden,2015-03-01,1636
joe biden,2015-04-01,957
joe biden,2015-05-01,2040
joe biden,2015-06-01,3139
joe biden,2015-07-01,5746
joe biden,2015-08-01,22441
joe biden,2015-09-01,26961
joe biden,2015-10-01,30313
joe biden,2015-11-01,987
joe biden,2015-12-01,3922
joe biden,2016-01-01,17486
joe biden,2016-02-01,4143
joe biden,2016-03-01,5724
joe biden,2016-04-01,1283
joe biden,2016-05-01,1475
joe biden,2016-06-01,7103
joe biden,2016-07-01,10244
joe biden,2016-08-01,5066
joe biden,2016-09-01,3468
joe biden,2016-10-01,12051
joe biden,2016-11-01,1505
joe biden,2016-12-01,7363
joe biden,2017-01-01,11946
joe biden,2017-02-01,521
joe biden,2017-03-01,689
joe biden,2017-04-01,392
joe biden,2017-05-01,1085
joe biden,2017-06-01,901
joe biden,2017-07-01,150
joe biden,2017-08-01,138
joe biden,2017-09-01,189
joe biden,2017-10-01,1471
joe biden,2017-11-01,2794
joe biden,2017-12-01,7378
joe biden,2018-01-01,1624
joe biden,2018-02-01,9868
joe biden,2018-03-01,1986
joe biden,2018-04-01,1207
joe biden,2018-05-01,594
joe biden,2018-06-01,447
joe biden,2018-07-01,1309
joe biden,2018-08-01,3292
joe biden,2018-09-01,2263
joe biden,2018-10-01,3662
joe biden,2018-11-01,2083
joe biden,2018-12-01,3125
joe biden,2019-01-01,5200
joe biden,2019-02-01,7098
joe biden,2019-03-01,20328
joe biden,2019-04-01,64292
joe biden,2019-05-01,26237
joe biden,2019-06-01,69660
joe biden,2019-07-01,53727
joe biden,2019-08-01,53440
joe biden,2019-09-01,42679
joe biden,2019-10-01,47509
joe biden,2019-11-01,54477
joe biden,2019-12-01,34500
joe biden,2020-01-01,31882
joe biden,2020-02-01,90531
joe biden,2020-03-01,111240
joe biden,2020-04-01,31914
joe biden,2020-05-01,65360
joe biden,2020-06-01,38696
joe biden,2020-07-01,66369
joe scarborough,2010-01-01,21986
joe scarborough,2010-02-01,21830
joe scarborough,2010-03-01,22620
joe scarborough,2010-04-01,24017
joe scarborough,2010-05-01,13643
joe scarborough,2010-06-01,12922
joe scarborough,2010-07-01,11145
joe scarborough,2010-08-01,27318
joe scarborough,2010-09-01,18335
joe scarborough,2010-10-01,22537
joe scarborough,2010-11-01,22707
joe scarborough,2010-12-01,23651
joe scarborough,2011-01-01,25148
joe scarborough,2011-02-01,24199
joe scarborough,2011-03-01,15323
joe scarborough,2011-04-01,20096
joe scarborough,2011-05-01,19133
joe scarborough,2011-06-01,25505
joe scarborough,2011-07-01,14368
joe scarborough,2011-08-01,16624
joe scarborough,2011-09-01,27576
joe scarborough,2011-10-01,30955
joe scarborough,2011-11-01,22767
joe scarborough,2011-12-01,24712
joe scarborough,2012-01-01,30200
joe scarborough,2012-02-01,23543
joe scarborough,2012-03-01,27979
joe scarborough,2012-04-01,30520
joe scarborough,2012-05-01,31166
joe scarborough,2012-06-01,18267
joe scarborough,2012-07-01,17510
joe scarborough,2012-08-01,29037
joe scarborough,2012-09-01,24990
joe scarborough,2012-10-01,28590
joe scarborough,2012-11-01,24068
joe scarborough,2012-12-01,26515
joe scarborough,2013-01-01,34276
joe scarborough,2013-02-01,30339
joe scarborough,2013-03-01,20886
joe scarborough,2013-04-01,29123
joe scarborough,2013-05-01,24800
joe scarborough,2013-06-01,27922
joe scarborough,2013-07-01,19917
joe scarborough,2013-08-01,29105
joe scarborough,2013-09-01,22138
joe scarborough,2013-10-01,31379
joe scarborough,2013-11-01,27211
joe scarborough,2013-12-01,24444
joe scarborough,2014-01-01,32843
joe scarborough,2014-02-01,23102
joe scarborough,2014-03-01,22490
joe scarborough,2014-04-01,26365
joe scarborough,2014-05-01,24979
joe scarborough,2014-06-01,29811
joe scarborough,2014-07-01,13472
joe scarborough,2014-08-01,37058
joe scarborough,2014-09-01,39149
joe scarborough,2014-10-01,40582
joe scarborough,2014-11-01,29125
joe scarborough,2014-12-01,27830
joe scarborough,2015-01-01,19150
joe scarborough,2015-02-01,31966
joe scarborough,2015-03-01,27219
joe scarborough,2015-04-01,30188
joe scarborough,2015-05-01,29393
joe scarborough,2015-06-01,34237
joe scarborough,2015-07-01,30067
joe scarborough,2015-08-01,33482
joe scarborough,2015-09-01,30557
joe scarborough,2015-10-01,44180
joe scarborough,2015-11-01,30301
joe scarborough,2015-12-01,35989
joe scarborough,2016-01-01,39919
joe scarborough,2016-02-01,42209
joe scarborough,2016-03-01,29009
joe scarborough,2016-04-01,31950
joe scarborough,2016-05-01,33706
joe scarborough,2016-06-01,31236
joe scarborough,2016-07-01,29966
joe scarborough,2016-08-01,36528
joe scarborough,2016-09-01,30890
joe scarborough,2016-10-01,37632
joe scarborough,2016-11-01,33728
joe scarborough,2016-12-01,23846
joe scarborough,2017-01-01,26146
joe scarborough,2017-02-01,31660
joe scarborough,2017-03-01,37471
joe scarborough,2017-04-01,32544
joe scarborough,2017-05-01,37742
joe scarborough,2017-06-01,35812
joe scarborough,2017-07-01,26169
joe scarborough,2017-08-01,35723
joe scarborough,2017-09-01,26192
joe scarborough,2017-10-01,37896
joe scarborough,2017-11-01,29497
joe scarborough,2017-12-01,36495
joe scarborough,2018-01-01,54675
joe scarborough,2018-02-01,51127
joe scarborough,2018-03-01,44921
joe scarborough,2018-04-01,41745
joe scarborough,2018-05-01,41516
joe scarborough,2018-06-01,36609
joe scarborough,2018-07-01,32606
joe scarborough,2018-08-01,44874
joe scarborough,2018-09-01,36859
joe scarborough,2018-10-01,51753
joe scarborough,2018-11-01,30814
joe scarborough,2018-12-01,39784
joe scarborough,2019-01-01,37549
joe scarborough,2019-02-01,48356
joe scarborough,2019-03-01,44184
joe scarborough,2019-04-01,45257
joe scarborough,2019-05-01,45039
joe scarborough,2019-06-01,33273
joe scarborough,2019-07-01,39491
joe scarborough,2019-08-01,40946
joe scarborough,2019-09-01,37528
joe scarborough,2019-10-01,33987
joe scarborough,2019-11-01,26529
joe scarborough,2019-12-01,39237
joe scarborough,2020-01-01,45155
joe scarborough,2020-02-01,31205
joe scarborough,2020-03-01,30549
joe scarborough,2020-04-01,54503
joe scarborough,2020-05-01,48546
joe scarborough,2020-06-01,45022
joe scarborough,2020-07-01,30035
john berman,2010-01-01,3
john berman,2010-02-01,3
john berman,2010-03-01,9
john berman,2010-04-01,9
john berman,2010-05-01,9
john berman,2010-06-01,6
john berman,2010-07-01,3
john berman,2010-08-01,6
john berman,2010-09-01,33
john berman,2010-10-01,21
john berman,2010-11-01,9
john berman,2010-12-01,30
john berman,2011-01-01,6
john berman,2011-02-01,0
john berman,2011-03-01,18
john berman,2011-04-01,6
john berman,2011-05-01,6
john berman,2011-06-01,6
john berman,2011-07-01,0
john berman,2011-08-01,6
john berman,2011-09-01,12
john berman,2011-10-01,0
john berman,2011-11-01,9
john berman,2011-12-01,3
john berman,2012-01-01,0
john berman,2012-02-01,0
john berman,2012-03-01,0
john berman,2012-04-01,3
john berman,2012-05-01,0
john berman,2012-06-01,27
john berman,2012-07-01,7603
john berman,2012-08-01,17185
john berman,2012-09-01,14338
john berman,2012-10-01,13316
john berman,2012-11-01,13003
john berman,2012-12-01,10535
john berman,2013-01-01,19300
john berman,2013-02-01,11534
john berman,2013-03-01,6237
john berman,2013-04-01,29417
john berman,2013-05-01,19827
john berman,2013-06-01,15015
john berman,2013-07-01,7906
john berman,2013-08-01,10995
john berman,2013-09-01,10485
john berman,2013-10-01,13881
john berman,2013-11-01,19917
john berman,2013-12-01,12754
john berman,2014-01-01,11163
john berman,2014-02-01,21319
john berman,2014-03-01,22021
john berman,2014-04-01,20147
john berman,2014-05-01,15313
john berman,2014-06-01,17416
john berman,2014-07-01,19730
john berman,2014-08-01,13701
john berman,2014-09-01,15864
john berman,2014-10-01,18304
john berman,2014-11-01,11453
john berman,2014-12-01,18985
john berman,2015-01-01,29225
john berman,2015-02-01,20749
john berman,2015-03-01,18052
john berman,2015-04-01,14140
john berman,2015-05-01,12898
john berman,2015-06-01,15716
john berman,2015-07-01,17235
john berman,2015-08-01,15379
john berman,2015-09-01,24896
john berman,2015-10-01,26361
john berman,2015-11-01,25691
john berman,2015-12-01,24732
john berman,2016-01-01,31553
john berman,2016-02-01,33912
john berman,2016-03-01,23709
john berman,2016-04-01,26297
john berman,2016-05-01,24804
john berman,2016-06-01,20170
john berman,2016-07-01,22100
john berman,2016-08-01,36565
john berman,2016-09-01,18398
john berman,2016-10-01,23700
john berman,2016-11-01,30937
john berman,2016-12-01,25665
john berman,2017-01-01,25895
john berman,2017-02-01,19202
john berman,2017-03-01,27889
john berman,2017-04-01,17902
john berman,2017-05-01,17089
john berman,2017-06-01,29366
john berman,2017-07-01,41967
john berman,2017-08-01,28360
john berman,2017-09-01,13814
john berman,2017-10-01,24096
john berman,2017-11-01,32122
john berman,2017-12-01,37557
john berman,2018-01-01,34727
john berman,2018-02-01,48960
john berman,2018-03-01,41037
john berman,2018-04-01,27781
john berman,2018-05-01,43914
john berman,2018-06-01,48907
john berman,2018-07-01,44391
john berman,2018-08-01,64485
john berman,2018-09-01,32788
john berman,2018-10-01,32350
john berman,2018-11-01,44499
john berman,2018-12-01,47984
john berman,2019-01-01,39217
john berman,2019-02-01,32017
john berman,2019-03-01,36323
john berman,2019-04-01,22525
john berman,2019-05-01,35210
john berman,2019-06-01,55840
john berman,2019-07-01,24925
john berman,2019-08-01,53518
john berman,2019-09-01,24922
john berman,2019-10-01,43683
john berman,2019-11-01,47933
john berman,2019-12-01,34554
john berman,2020-01-01,37291
john berman,2020-02-01,31938
john berman,2020-03-01,48213
john berman,2020-04-01,47711
john berman,2020-05-01,37620
john berman,2020-06-01,30886
john berman,2020-07-01,54046
john king,2010-01-01,12583
john king,2010-02-01,2675
john king,2010-03-01,4545
john king,2010-04-01,12238
john king,2010-05-01,10546
john king,2010-06-01,10534
john king,2010-07-01,12232
john king,2010-08-01,14237
john king,2010-09-01,18511
john king,2010-10-01,19780
john king,2010-11-01,18046
john king,2010-12-01,16714
john king,2011-01-01,24279
john king,2011-02-01,20348
john king,2011-03-01,13550
john king,2011-04-01,15958
john king,2011-05-01,23671
john king,2011-06-01,14748
john king,2011-07-01,26864
john king,2011-08-01,28013
john king,2011-09-01,24432
john king,2011-10-01,26860
john king,2011-11-01,23897
john king,2011-12-01,17517
john king,2012-01-01,30872
john king,2012-02-01,19455
john king,2012-03-01,22286
john king,2012-04-01,10914
john king,2012-05-01,15206
john king,2012-06-01,24655
john king,2012-07-01,3009
john king,2012-08-01,17110
john king,2012-09-01,10122
john king,2012-10-01,17373
john king,2012-11-01,10815
john king,2012-12-01,3981
john king,2013-01-01,6613
john king,2013-02-01,2706
john king,2013-03-01,3346
john king,2013-04-01,6327
john king,2013-05-01,3321
john king,2013-06-01,13537
john king,2013-07-01,5566
john king,2013-08-01,10216
john king,2013-09-01,14701
john king,2013-10-01,12478
john king,2013-11-01,11856
john king,2013-12-01,7594
john king,2014-01-01,11449
john king,2014-02-01,4488
john king,2014-03-01,4775
john king,2014-04-01,5429
john king,2014-05-01,5837
john king,2014-06-01,7538
john king,2014-07-01,4866
john king,2014-08-01,2688
john king,2014-09-01,6380
john king,2014-10-01,4439
john king,2014-11-01,8558
john king,2014-12-01,2671
john king,2015-01-01,4109
john king,2015-02-01,4666
john king,2015-03-01,4749
john king,2015-04-01,5885
john king,2015-05-01,2961
john king,2015-06-01,5887
john king,2015-07-01,5954
john king,2015-08-01,6267
john king,2015-09-01,4363
john king,2015-10-01,5129
john king,2015-11-01,2580
john king,2015-12-01,5642
john king,2016-01-01,10310
john king,2016-02-01,10400
john king,2016-03-01,12756
john king,2016-04-01,9980
john king,2016-05-01,8087
john king,2016-06-01,4250
john king,2016-07-01,13920
john king,2016-08-01,6040
john king,2016-09-01,10496
john king,2016-10-01,18905
john king,2016-11-01,12731
john king,2016-12-01,2559
john king,2017-01-01,16251
john king,2017-02-01,12275
john king,2017-03-01,15106
john king,2017-04-01,14462
john king,2017-05-01,13793
john king,2017-06-01,16443
john king,2017-07-01,13885
john king,2017-08-01,10165
john king,2017-09-01,14630
john king,2017-10-01,15659
john king,2017-11-01,10532
john king,2017-12-01,10433
john king,2018-01-01,14225
john king,2018-02-01,11363
john king,2018-03-01,14196
john king,2018-04-01,16688
john king,2018-05-01,14864
john king,2018-06-01,15747
john king,2018-07-01,10898
john king,2018-08-01,11550
john king,2018-09-01,12822
john king,2018-10-01,13558
john king,2018-11-01,21561
john king,2018-12-01,12598
john king,2019-01-01,14244
john king,2019-02-01,12151
john king,2019-03-01,11544
john king,2019-04-01,15241
john king,2019-05-01,14598
john king,2019-06-01,13941
john king,2019-07-01,13239
john king,2019-08-01,7773
john king,2019-09-01,15822
john king,2019-10-01,15761
john king,2019-11-01,14675
john king,2019-12-01,10587
john king,2020-01-01,14875
john king,2020-02-01,21801
john king,2020-03-01,37339
john king,2020-04-01,48400
john king,2020-05-01,46192
john king,2020-06-01,38854
john king,2020-07-01,31083
john mccain,2010-01-01,12060
john mccain,2010-02-01,13734
john mccain,2010-03-01,14727
john mccain,2010-04-01,10924
john mccain,2010-05-01,3923
john mccain,2010-06-01,5560
john mccain,2010-07-01,4753
john mccain,2010-08-01,10029
john mccain,2010-09-01,6126
john mccain,2010-10-01,1893
john mccain,2010-11-01,7254
john mccain,2010-12-01,8030
john mccain,2011-01-01,4682
john mccain,2011-02-01,5597
john mccain,2011-03-01,8123
john mccain,2011-04-01,6165
john mccain,2011-05-01,6579
john mccain,2011-06-01,6751
john mccain,2011-07-01,10164
john mccain,2011-08-01,6293
john mccain,2011-09-01,3747
john mccain,2011-10-01,9438
john mccain,2011-11-01,4736
john mccain,2011-12-01,7187
john mccain,2012-01-01,11828
john mccain,2012-02-01,7432
john mccain,2012-03-01,14584
john mccain,2012-04-01,5883
john mccain,2012-05-01,7505
john mccain,2012-06-01,10783
john mccain,2012-07-01,11204
john mccain,2012-08-01,14300
john mccain,2012-09-01,14657
john mccain,2012-10-01,15998
john mccain,2012-11-01,31701
john mccain,2012-12-01,9230
john mccain,2013-01-01,16184
john mccain,2013-02-01,16593
john mccain,2013-03-01,6830
john mccain,2013-04-01,7927
john mccain,2013-05-01,9685
john mccain,2013-06-01,11402
john mccain,2013-07-01,5001
john mccain,2013-08-01,13263
john mccain,2013-09-01,23561
john mccain,2013-10-01,9244
john mccain,2013-11-01,3142
john mccain,2013-12-01,3691
john mccain,2014-01-01,7851
john mccain,2014-02-01,9184
john mccain,2014-03-01,9907
john mccain,2014-04-01,4073
john mccain,2014-05-01,7969
john mccain,2014-06-01,17704
john mccain,2014-07-01,9789
john mccain,2014-08-01,7919
john mccain,2014-09-01,12015
john mccain,2014-10-01,5161
john mccain,2014-11-01,5649
john mccain,2014-12-01,9366
john mccain,2015-01-01,4666
john mccain,2015-02-01,7203
john mccain,2015-03-01,6014
john mccain,2015-04-01,6557
john mccain,2015-05-01,4668
john mccain,2015-06-01,1136
john mccain,2015-07-01,10086
john mccain,2015-08-01,433
john mccain,2015-09-01,7162
john mccain,2015-10-01,6406
john mccain,2015-11-01,3898
john mccain,2015-12-01,3719
john mccain,2016-01-01,5411
john mccain,2016-02-01,3245
john mccain,2016-03-01,2790
john mccain,2016-04-01,487
john mccain,2016-05-01,4688
john mccain,2016-06-01,4386
john mccain,2016-07-01,1397
john mccain,2016-08-01,7579
john mccain,2016-09-01,1810
john mccain,2016-10-01,4639
john mccain,2016-11-01,1385
john mccain,2016-12-01,10200
john mccain,2017-01-01,17543
john mccain,2017-02-01,7817
john mccain,2017-03-01,10972
john mccain,2017-04-01,14166
john mccain,2017-05-01,7864
john mccain,2017-06-01,6039
john mccain,2017-07-01,23640
john mccain,2017-08-01,4339
john mccain,2017-09-01,9405
john mccain,2017-10-01,9524
john mccain,2017-11-01,4033
john mccain,2017-12-01,3520
john mccain,2018-01-01,555
john mccain,2018-02-01,1542
john mccain,2018-03-01,738
john mccain,2018-04-01,805
john mccain,2018-05-01,11155
john mccain,2018-06-01,946
john mccain,2018-07-01,1228
john mccain,2018-08-01,101701
john mccain,2018-09-01,6902
john mccain,2018-10-01,494
john mccain,2018-11-01,252
john mccain,2018-12-01,650
john mccain,2019-01-01,188
john mccain,2019-02-01,167
john mccain,2019-03-01,4067
john mccain,2019-04-01,110
john mccain,2019-05-01,803
john mccain,2019-06-01,500
john mccain,2019-07-01,796
